SCRIP NAME,Security Name,GROUP,FACE VALUE,INDUSTRY,SECTOR,Previous Close,Open,High,Low,VWAP,52 Wk High,52 Wk Low,Upper Price Band,Lower Price Band,Turnover (Cr.),Mcap Full (Cr.),Mcap FF (Cr.),Face Value,EPS (TTM) ,CEPS (TTM),PE,PB,ROE,2W Avg Qty`(Lakh),TTQ (Lakh),Turnover (Lakh)
DUROPACK,DUROPACK LTD.,XT,10.0,Plastic Products - Industrial,Industrials,94.35,98.95,99.05,98.95,99.03,139.15,22.25,104.00(5%),94.10(5%),,52.22,15.67,10,3.12,4.23,31.76,3.88,12.21,,,5.42
SWARNSAR,Swarnsarita Jewels India Ltd,X ,10.0,Gems- Jewellery And Watches,Consumer Discretionary,28.4,27.35,29.35,26.65,27.6,37.0,15.1,32.50(20%),21.70(20%),,56.58,26.03,10,4.29,4.41,6.32,0.5,7.91,0.51,0.12,3.22
GANESHHOUC,GANESH HOUSING CORPORATION LTD.-$,B ,10.0,Residential- Commercial Projects,Consumer Discretionary,379.1,370.8,380.0,354.9,367.1,406.0,174.05,430.05(20%),286.75(20%),,2988.59,806.92,10,1.76,2.05,204.08,3.41,1.67,0.11,0.17,62.74
NMDC,NMDC LTD.,A ,1.0,Industrial Minerals,Commodities,104.35,104.95,104.95,100.4,101.96,143.13,81.27,111.00(10%),90.90(10%),10.64,29584.47,11537.94,2,26.19,27.27,3.85,0.85,22.03,15.72,10.44,
CINDHO,CINDRELLA HOTELS LTD.-$,X ,10.0,Hotels & Resorts,Consumer Discretionary,28.5,28.5,28.6,28.5,28.53,30.35,18.3,30.00(5%),27.20(5%),,10.3,4.02,1,2.06,4.37,13.86,1.18,8.51,,,0.09
PATINTLOG,PATEL INTEGRATED LOGISTICS LTD.-$,B ,10.0,Logistics Solution Provider,Services,14.1,14.2,14.4,14.0,14.21,21.0,11.05,15.52(10%),12.70(10%),,36.74,24.61,2,0.64,1.07,22.21,0.79,3.58,0.14,,1.31
ALPHAGEO,ALPHAGEO (INDIA) LTD.-$,B ,10.0,Offshore Support Solution Drilling,Energy,282.3,278.0,287.8,276.95,283.8,444.0,244.1,337.65(20%),225.15(20%),,179.1,93.13,2,9.93,33.51,28.34,0.74,2.6,,,2.15
RPIL,RITESH PROPERTIES & INDUSTRIES LTD.,X ,1.0,Residential- Commercial Projects,Consumer Discretionary,45.45,45.0,46.55,44.15,45.62,58.0,19.23,49.85(10%),40.85(10%),,1108.49,310.38,10,0.64,0.66,71.05,10.03,14.13,0.26,0.28,12.64
KKALPANAIND,Kkalpana Industries (India) Ltd,X ,2.0,Specialty Chemicals,Commodities,14.0,14.0,14.34,13.67,14.03,47.95,11.95,15.26(10%),12.50(10%),,130.57,31.34,10,3.37,4.31,4.12,3.88,94.2,0.34,0.16,2.27
OKPLA,OK PLAY INDIA LTD.,XT,10.0,Leisure Products,Consumer Discretionary,30.75,32.25,32.25,32.25,32.25,49.6,23.1,33.85(5%),30.65(5%),,60.01,24,10,-1.31,4.14,-24.63,1.41,-5.71,0.12,0.15,4.94
KRITIIND,KRITI INDUSTRIES (INDIA) LTD.-$,B ,1.0,Plastic Products - Industrial,Industrials,90.0,91.45,91.45,89.7,90.6,146.0,63.75,108.10(20%),72.10(20%),,446.93,138.55,10,-0.33,1.34,-269.88,2.91,-1.08,,,2.9
WELTI,WELTERMAN INTERNATIONAL LTD.,XT,10.0,Leather And Leather Products,Consumer Discretionary,27.46,28.83,28.83,28.83,28.83,28.83,3.0,30.27(5%),27.39(5%),,12.8,7.04,1,2.75,3.13,10.5,-1.09,-10.35,,,0.14
ASMTEC,ASM TECHNOLOGIES LTD.,X ,10.0,Computers - Software & Consulting,Information Technology,542.2,563.75,563.75,536.85,541.37,810.16,232.85,645.65(20%),430.45(20%),,591.86,213.07,5,12.59,14.51,42.75,8.29,19.39,,,11.46
PERFEPA,PERFECTPAC LTD.,XT,2.0,Paper & Paper Products,Commodities,97.3,95.3,101.9,95.3,98.96,125.76,30.16,105.85(5%),95.85(5%),,67.16,16.79,5,11.01,27.95,9.16,0.46,4.98,,,1.42
AMBIT,AMBITIOUS PLASTOMAC COMPANY LTD.,XT,10.0,Trading & Distributors,Services,4.29,4.5,4.5,4.5,4.5,4.5,3.55,4.72(5%),4.28(5%),,2.61,1.96,10,-0.4,-0.4,-11.13,-8.04,72.31,,,0.0
VISIONCINE,VISION CINEMAS LTD.,X ,1.0,Advertising & Media Agencies,Consumer Discretionary,1.24,1.18,1.3,1.18,1.24,2.34,1.05,1.23(5%),1.13(5%),,7.39,4.51,10,-0.02,-0.02,-47.48,0.55,-1.16,,0.16,0.21
INDRANIB,INDRAYANI BIOTECH LTD.,XT,10.0,Other Agricultural Products,Fast Moving Consumer Goods,83.3,85.95,86.0,82.1,83.13,115.7,18.4,87.50(5%),79.20(5%),,285.28,151.2,10,1.37,1.48,61.04,11.81,19.33,0.59,0.13,10.4
EUROLED,EURO LEDER FASHION LTD.,XT,10.0,Gems- Jewellery And Watches,Consumer Discretionary,21.25,20.2,20.2,20.2,20.2,30.1,11.95,21.20(5%),19.20(5%),,9.04,4.61,2,0.73,2.07,27.81,0.66,2.37,,,0.16
WINSOMBR,WINSOME BREWERIES LTD.,XT,10.0,Breweries & Distilleries,Fast Moving Consumer Goods,8.95,8.94,8.94,8.74,8.9,16.89,8.55,9.38(5%),8.50(5%),,24.74,13.6,10,-0.52,-0.22,-17.07,0.72,-4.23,,,0.45
ELEFLOR,ELEGANT FLORICULTURE & AGROTECH (INDIA) LTD.,X ,10.0,Other Agricultural Products,Fast Moving Consumer Goods,10.12,9.62,9.62,9.62,9.62,61.15,2.69,10.10(5%),9.14(5%),,19.24,17.7,10,-0.02,0.19,-418.26,0.91,-0.22,0.98,0.13,1.25
SKYIND,SKY INDUSTRIES LTD.-$,X ,10.0,Other Textile Products,Consumer Discretionary,94.0,97.5,97.5,92.0,95.16,121.0,61.25,111.35(20%),74.25(20%),,72.94,25.53,10,5.81,8.1,15.97,2.22,13.89,,,0.67
PHOENXINTL,PHOENIX INTERNATIONAL LTD.,XT,10.0,Diversified Commercial Services,Services,27.5,27.5,27.6,26.5,26.81,34.2,17.2,28.60(5%),25.90(5%),,45.75,13.73,1,1.37,3.55,19.84,0.14,0.68,,,0.36
AARVINFRA,AARV Infratel Ltd,P ,10.0,Other Textile Products,Consumer Discretionary,2.25,2.36,2.36,2.36,2.36,2.36,2.36,2.47(5%),2.25(5%),,1.08,0.27,10,1.77,1.77,1.33,-1.92,-143.82,,,0.01
RISHIROOP,Rishiroop Ltd,X ,10.0,Rubber,Industrials,101.5,105.0,106.75,101.15,103.39,180.0,90.0,122.60(20%),81.80(20%),,93.65,22.48,10,9.81,10.71,10.42,1,9.59,,,4.68
PROMACT,Promact Impex Ltd,X ,10.0,Packaging,Industrials,3.55,3.72,3.72,3.72,3.7,6.31,2.14,3.90(5%),3.54(5%),,2.42,1.48,1,-2.17,-2.07,-1.71,-0.72,41.88,,,0.0
STRGRENWO,STERLING GREEN WOODS LTD.,X ,10.0,Hotels & Resorts,Consumer Discretionary,24.7,26.95,27.0,25.0,25.92,48.6,16.15,27.90(10%),22.90(10%),,10.77,3.66,10,-2.1,-0.9,-12.09,0.65,-5.4,,,0.58
SYSTMTXC,SYSTEMATIX CORPORATE SERVICES LTD.,X ,10.0,Stockbroking & Allied,Financial Services,269.95,279.95,279.95,279.95,279.86,599.0,202.1,293.90(5%),266.00(5%),,363.38,94.48,10,7.75,7.78,36.11,5.39,14.94,,,0.02
ALPINEHOU,ALPINE HOUSING DEVELOPMENT CORPORATION LTD.,X ,10.0,Residential- Commercial Projects,Consumer Discretionary,70.65,73.9,73.9,69.95,70.54,95.85,18.1,78.00(10%),63.90(10%),,122.9,30.72,2,0.92,1.28,76.72,1.67,2.18,0.13,,3.07
SANGHIIND,SANGHI INDUSTRIES LTD.,T ,10.0,Cement & Cement Products,Commodities,54.45,54.6,54.6,52.9,53.59,74.75,32.55,56.15(5%),50.85(5%),,1342.85,402.86,4,-0.58,2.31,-92.19,0.73,-0.79,0.43,0.16,8.62
WWALUM,Worldwide Aluminium Ltd,XT,10.0,Trading & Distributors,Services,18.4,18.41,19.32,17.5,18.24,26.88,8.54,19.82(5%),17.94(5%),,6.2,2.73,10,0.02,0.02,1240.91,1.01,0.08,,,0.4
SFPIL,Square Four Projects India Limited,X ,10.0,Commodity Chemicals,Commodities,14.55,13.85,13.85,13.85,13.85,21.9,6.75,14.50(5%),13.20(5%),,13.59,3.4,2,0.03,0.03,543.41,2.24,0.41,,,0.01
SCANPGEOM,SCANPOINT GEOMATICS LTD.,X ,2.0,IT Enabled Services,Information Technology,12.38,12.01,12.4,12.01,12.05,24.0,9.8,14.52(20%),9.68(20%),,83.86,67.93,10,0.22,0.38,54.31,1,1.83,0.12,,0.57
CHOKSILA,CHOKSI LABORATORIES LTD.,X ,10.0,Healthcare Service Provider,Healthcare,40.9,40.0,41.6,38.25,38.93,44.9,18.05,42.50(10%),34.80(10%),,26.92,18.58,10,2.93,10.78,13.18,1.5,11.41,,,1.75
CCHHL,Country Club Hospitality & Holidays Ltd,T ,2.0,Hotels & Resorts,Consumer Discretionary,7.5,7.34,7.7,7.34,7.65,10.62,6.25,8.08(5%),7.32(5%),,125.87,32.73,10,-0.07,0.79,-106.04,0.24,-0.23,0.11,0.1,0.78
SALGUTI,SALGUTI INDUSTRIES LTD.,XT,10.0,Packaging,Industrials,27.0,26.4,26.4,26.4,26,28.2,12.6,27.70(5%),25.10(5%),,19.9,6.57,10,-0.43,2.14,-61.79,2.21,-3.58,,,0.0
LONTE,LONGVIEW TEA COMPANY LTD.,XT,10.0,Tea & Coffee,Fast Moving Consumer Goods,28.0,29.0,29.0,26.6,27.92,44.4,11.6,29.70(5%),26.90(5%),,8.48,4.75,10,10.36,10.47,2.73,0.52,18.87,,,0.27
ENTRINT,ENTERPRISE INTERNATIONAL LTD.,X ,10.0,Trading & Distributors,Services,19.3,20.0,20.2,18.75,19.62,36.0,12.05,21.20(5%),19.20(5%),,6.03,3.98,1,0.53,0.75,38.4,0.58,1.52,,,0.06
TECHIN,TECHINDIA NIRMAN LIMITED,B ,10.0,Residential- Commercial Projects,Consumer Discretionary,13.12,13.15,14.43,12.6,13.71,17.3,5.25,15.87(10%),12.99(10%),,20.67,16.95,10,-0.25,-0.23,-57.58,1.69,-2.93,0.56,0.32,4.39
TPLPLAST,TPL PLASTECH LTD.,B ,2.0,Packaging,Industrials,32.6,32.6,33.0,31.2,31.93,43.5,21.06,37.55(20%),25.05(20%),,244.15,53.71,10,8.7,11.75,3.6,0.48,13.25,0.43,0.3,9.46
WIMPLAST,WIM PLAST LTD.-$,X ,10.0,Plastic Products - Consumer,Consumer Discretionary,495.25,490.0,490.0,474.8,479.41,525.0,335.0,582.30(20%),388.20(20%),1.04,582.46,198.04,10,34.49,47.58,14.07,1.41,10.03,,0.22,
PHOTOQUP,PHOTOQUIP INDIA LTD.,XT,10.0,Photographic Products,Fast Moving Consumer Goods,27.6,27.55,28.9,26.25,27.9,45.95,11.04,30.30(5%),27.50(5%),,13.87,5.69,10,-6.74,-5.3,-4.29,1.2,-27.89,0.1,,2.34
LIBERTSHOE,LIBERTY SHOES LTD.,B ,10.0,Footwear,Consumer Discretionary,317.5,309.6,309.6,301.65,302.84,444.8,124.75,316.70(5%),286.60(5%),,514.01,210.74,10,6.33,23.11,47.68,2.72,5.7,0.6,0.28,85.63
LIPPISYS,LIPPI SYSTEMS LTD.-$,XT,10.0,Industrial Machinery,Industrials,17.45,16.6,18.3,16.6,17.72,20.15,11.5,19.20(5%),17.40(5%),,12.81,6.15,10,0.96,2.57,19.03,0.53,2.76,,,0.01
ELECTHERM,ELECTROTHERM (INDIA) LTD.,B ,10.0,Iron & Steel Products,Industrials,76.45,77.0,77.0,74.8,75.47,170.0,69.7,89.80(20%),59.90(20%),,95.38,65.81,10,-95.18,-35.66,-0.79,-0.1,12.62,,,1.01
BLUEDART,BLUE DART EXPRESS LTD.,A ,10.0,Logistics Solution Provider,Services,8199.45,8115.8,8242.2,7864.85,8081.09,9639.45,5428.45,"9,545.30(20%)","6,363.60(20%)",1.22,18874.27,4718.57,10,196.72,265.86,40.44,17.04,42.13,,,
EXPOGAS,EXPO GAS CONTAINERS LTD.,X ,4.0,Other Industrial Products,Industrials,11.9,12.0,12.5,11.75,12.1,15.23,5.81,13.42(10%),10.98(10%),,23.22,7.66,10,0.32,0.6,37.7,1.04,2.76,,0.12,1.44
NATPLAS,NATIONAL PLASTIC INDUSTRIES LTD.,X ,10.0,Plastic Products - Industrial,Industrials,41.5,41.3,42.5,40.3,40.89,55.0,32.75,48.95(20%),32.65(20%),,37.25,13.78,10,4.08,6.96,10,1.17,11.67,,,0.96
MFLINDIA,MFL INDIA LTD.,X ,1.0,Logistics Solution Provider,Services,1.02,1.03,1.03,1.01,1.02,2.79,0.38,1.12(10%),0.92(10%),,36.75,36.75,1,-,0.05,-,102,374.98,11.35,8.99,9.16
AJWAFUN,AJWA FUN WORLD & RESORT LTD.,P ,10.0,Amusement Parks/ Other Recreation,Consumer Discretionary,19.05,18.95,19.45,18.95,19.2,22.95,5.44,20.40(5%),18.50(5%),,12.43,6.21,10,-0.43,-0.02,-44.87,-4.85,10.81,,,0.04
TEXELIN,TEXEL INDUSTRIES LTD.,X ,10.0,Plastic Products - Industrial,Industrials,39.1,39.5,40.4,39.1,39.98,104.05,32.1,48.05(20%),32.05(20%),,33.4,19.37,10,-1.55,1.45,-25.85,0.93,-3.62,,,1.32
RAYALEMA,ROYALE MANOR HOTELS & INDUSTRIES LTD.,XT,10.0,Hotels & Resorts,Consumer Discretionary,23.95,24.7,24.7,23.25,23.38,31.9,20.2,24.40(5%),22.10(5%),,41.58,21.62,10,0.91,1.41,25.43,0.9,3.53,,,0.01
MIRZAINT,MIRZA INTERNATIONAL LTD.,B ,2.0,Leather And Leather Products,Consumer Discretionary,323.8,323.6,329.25,315.7,321.33,379.75,58.3,383.20(20%),255.50(20%),1.77,3841.97,1229.43,10,11.57,16.8,27.61,5.09,18.43,0.61,0.55,
TFCILTD,TOURISM FINANCE CORPORATION OF INDIA LTD.,B ,10.0,Financial Institution,Financial Services,71.15,71.4,81.9,71.4,78.89,81.9,45.5,97.65(20%),65.15(20%),8.53,735.63,470.8,10,9.86,10.04,8.26,0.79,9.51,1.54,10.81,
THAKDEV,THAKKERS DEVELOPERS LTD.,X ,10.0,Residential- Commercial Projects,Consumer Discretionary,186.7,192.0,195.0,187.0,189.44,237.4,69.2,196.35(5%),177.65(5%),,168.3,48.81,10,41.44,42.54,4.51,1.38,30.48,,,1.36
ARENTERP,RAJDARSHAN INDUSTRIES LTD.,B ,10.0,Trading & Distributors,Services,31.85,31.85,32.75,31.8,32.04,75.05,24.05,36.00(10%),29.50(10%),,10.18,3.66,10,0.82,0.86,39.92,0.48,1.19,,,0.02
BIL,BHARTIYA INTERNATIONAL LTD.,B ,10.0,Leather And Leather Products,Consumer Discretionary,221.2,233.85,233.85,210.2,211.1,383.0,150.05,231.30(10%),189.30(10%),,256.72,107.82,10,12.67,19.78,16.59,0.85,5.1,,,0.25
KAMATHOTEL,KAMAT HOTELS (INDIA) LTD.,T ,10.0,Hotels & Resorts,Consumer Discretionary,87.0,87.8,87.8,84.65,85.67,111.9,45.0,90.50(5%),81.90(5%),,203.29,79.28,2,-1.89,2.38,-45.59,-4.97,10.9,,,5.69
KEEPLEARN,DSJ keep Learning Ltd,T ,1.0,Education,Consumer Discretionary,4.74,4.6,4.6,4.51,4.51,14.09,1.0,4.73(5%),4.29(5%),,37.53,22.52,10,0.11,0.12,42.36,-112.75,-246.11,0.63,0.13,0.6
HOTELRUGBY,HOTEL RUGBY LTD.,T ,10.0,Hotels & Resorts,Consumer Discretionary,5.44,5.71,5.71,5.17,5.28,6.01,3.28,5.42(5%),4.92(5%),,7.4,5.92,10,-3.73,-3.73,-1.38,16.68,-1201.8,,,0.13
ECOPLAST,ECOPLAST LTD.-$,X ,10.0,Plastic Products - Industrial,Industrials,72.4,74.9,75.0,72.0,73.11,107.9,65.0,89.85(20%),59.95(20%),,22.47,6.97,10,-2.66,6.4,-28.12,0.76,-2.69,,,0.49
ELEMARB,ELEGANT MARBLES & GRANI INDUSTRIES LTD.,X ,10.0,Furniture- Home Furnishing- Flooring,Consumer Discretionary,118.75,117.0,128.7,117.0,122.05,172.9,93.0,148.90(20%),99.30(20%),,45.42,12.26,10,7.2,7.86,17.22,0.43,2.5,,,0.33
ADARSHPL,ADARSH PLANT PROTECT LTD.,X ,10.0,Pesticides & Agrochemicals,Commodities,19.05,19.45,19.45,18.2,18.48,28.2,7.86,19.30(5%),17.50(5%),,18.24,6.02,2,0.02,0.07,911.86,21.9,2.41,,,1.55
HPBL,HCP Plastene Bulkpack Ltd,Z ,10.0,Packaging,Industrials,358.0,342.0,369.7,341.0,356.94,843.25,315.15,367.50(5%),332.50(5%),,373.62,41.1,10,-3.02,1.05,-116.03,16.51,-14.23,,,0.66
NICCOPAR,NICCO PARKS & RESORTS LTD.-$,X ,1.0,Amusement Parks/ Other Recreation,Consumer Discretionary,101.3,107.0,107.0,99.5,103.41,133.4,46.15,121.70(20%),81.20(20%),,474.79,151.93,10,3.36,3.89,30.15,10.57,35.03,,,3.09
NTCIND,NTC INDUSTRIES LTD.,X ,10.0,Cigarettes & Tobacco Products,Fast Moving Consumer Goods,89.7,92.4,92.8,88.85,91.29,145.95,69.3,109.20(20%),72.80(20%),,108.69,36.95,5,4.3,4.83,21.16,1.84,8.69,,,1.53
SANDESH,SANDESH LTD.,B ,10.0,Print Media,Consumer Discretionary,772.0,766.5,767.3,760.0,763.14,934.0,635.65,920.75(20%),613.85(20%),,580.8,145.2,1,116.38,124.39,6.59,0.61,9.31,,,1.11
GARNET,GARNET CONSTRUCTION LTD.,X ,10.0,Civil Construction,Industrials,19.8,19.5,20.6,19.5,20.25,33.3,18.0,24.60(20%),16.40(20%),,28.5,11.11,1,0.73,0.98,28.05,0.31,1.1,,,0.25
GOLDIAM,GOLDIAM INTERNATIONAL LTD.,B ,2.0,Gems- Jewellery And Watches,Consumer Discretionary,122.85,122.45,130.5,122.0,127.77,228.52,116.75,154.00(20%),102.70(20%),,1398.69,461.57,10,5.13,5.34,25.03,5.82,23.27,0.18,0.69,88.44
BRIGHTBR,BRIGHT BROTHERS LTD.-$,X ,10.0,Plastic Products - Industrial,Industrials,171.7,165.05,169.95,163.0,166.12,214.0,130.1,201.60(20%),134.40(20%),,95.43,41.99,10,56.17,67.07,2.99,1.2,40.26,,,1.9
CORPOCO,CORPORATE COURIER AND CARGO LTD.,XT,10.0,Logistics Solution Provider,Services,7.49,7.65,7.65,7.12,7.25,22.85,5.32,7.47(5%),6.77(5%),,5.13,4.82,1,-0.09,-0.09,-77.67,8.9,-11.5,,0.11,0.79
SHAWGELTIN,NARMADA GELATINES LTD.,X ,10.0,Specialty Chemicals,Commodities,218.5,223.1,223.1,216.1,220.36,258.9,160.0,264.80(20%),176.60(20%),,133.51,33.38,1,18.73,22.28,11.78,0.92,7.8,,,0.1
PGFOILQ,PG FOILS LTD.,XT,10.0,Aluminium,Commodities,294.9,283.05,299.7,283.05,287.56,505.95,252.55,301.85(5%),273.15(5%),,261.42,88.88,1,46.48,50.93,6.19,1.02,16.42,,,3.44
GRATEXI,GRATEX INDUSTRIES LTD.,XT,10.0,Paper & Paper Products,Commodities,24.2,23.0,23.0,23.0,23,43.95,9.05,24.15(5%),21.85(5%),,6.98,2.65,10,0.48,0.87,47.48,2.17,4.56,,,0.32
VELHO,VELAN HOTELS LTD.,X ,10.0,Hotels & Resorts,Consumer Discretionary,7.41,7.25,7.43,7.01,7.16,12.15,3.33,7.85(10%),6.43(10%),,22.82,4.11,10,2.32,2.76,3.07,0.91,29.68,,,0.09
HOWARHO,HOWARD HOTELS LTD.,XT,10.0,Hotels & Resorts,Consumer Discretionary,6.09,6.39,6.39,6.39,6.39,11.19,4.43,6.70(5%),6.08(5%),,5.82,2.27,10,-0.7,-0.13,-9.14,0.63,-6.86,,,0.09
PRESSURS,PRESSURE SENSITIVE SYSTEMS (INDIA) LTD.,XT,10.0,Other Textile Products,Consumer Discretionary,94.1,89.4,89.45,89.4,89.4,202.55,12.04,91.15(2%),87.65(2%),,132.64,132.64,10,-0.1,-0.1,-934.05,12.28,-1.31,0.93,0.27,24.41
VALIANT,VALIANT COMMUNICATIONS LTD.-$,XT,10.0,Telecom -  Equipment & Accessories,Telecommunication,161.0,164.9,164.9,156.1,156.76,219.95,43.35,167.75(5%),151.85(5%),,115.43,58.87,10,-3.58,-0.69,-44.69,4.13,-9.25,,,9.34
DRAGARWQ,DR.AGARWALS EYE HOSPITAL LTD.-$,X ,10.0,Hospital,Healthcare,1177.75,1189.5,1200.0,1161.05,1187.96,1278.95,436.0,"1,418.00(20%)",945.40(20%),,555.4,138.85,1,72.21,117,16.37,7.1,43.41,,,18.63
MHSGRMS,MAHASAGAR TRAVELS LTD.,ZP,10.0,Road Transport,Services,2.71,2.71,2.71,2.71,2.71,3.72,2.7,2.84(5%),2.58(5%),,2.13,1.47,10,-0.69,2.53,-3.91,-2.82,71.9,,,0.02
GREENPLY,GREENPLY INDUSTRIES LTD.,A ,1.0,Plywood Boards/ Laminates,Consumer Discretionary,177.95,178.0,178.4,175.5,176.88,254.25,161.1,211.90(20%),141.30(20%),,2169.78,1041.49,10,8.66,10.23,20.39,4.27,20.95,,,13.44
UNQTYMI,UNION QUALITY PLASTICS LTD.,XT,10.0,Packaging,Industrials,5.25,5.35,5.35,5.0,5.2,16.8,4.8,5.25(5%),4.75(5%),,2.42,0.87,10,-11.34,-11.07,-0.44,-0.72,162.7,,,0.0
SEAMECLTD,SEAMEC LTD.,B ,10.0,Shipping,Services,1135.9,1131.55,1144.65,1120.9,1128.7,1423.95,820.0,"1,351.25(20%)",900.85(20%),,2862.98,773.01,10,30.51,59.64,36.9,4.43,12.01,,,1.14
RAGHUNAT,RAGHUNATH INTERNATIONAL LTD.,XT,10.0,Cigarettes & Tobacco Products,Fast Moving Consumer Goods,13.9,14.4,14.4,13.26,13.89,44.6,11.23,14.58(5%),13.20(5%),,6.95,4.1,5,1.81,1.82,7.66,0.72,9.38,,,0.4
CHEVIOT,CHEVIOT CO.LTD.-$,B ,10.0,Jute & Jute Products,Commodities,1180.1,1178.0,1178.35,1160.25,1169.61,1500.0,1041.1,"1,400.40(20%)",933.60(20%),,731.34,175.52,5,111.54,118.64,10.46,1.27,12.14,,,2.44
DAICHI,DAI-ICHI KARKARIA LTD.-$,X ,10.0,Specialty Chemicals,Commodities,297.95,303.95,303.95,298.2,302.62,539.8,255.0,363.20(20%),242.20(20%),,225.55,78.94,10,-18.63,-9.45,-16.25,1.74,-10.72,,,1.95
RAJINFRA,Rajeswari Infrastructure Limited,XT,10.0,Residential- Commercial Projects,Consumer Discretionary,9.4,9.39,9.39,9.39,9.39,21.0,5.3,9.85(5%),8.93(5%),,4.44,2.13,1,-0.07,0.18,-133.17,13.41,-10.03,,,0.09
SPICEISL,SPICE ISLANDS APPARELS LTD.-$,X ,10.0,Gems- Jewellery And Watches,Consumer Discretionary,8.74,8.74,8.74,8.74,8.74,21.99,5.56,9.17(5%),8.31(5%),,3.76,1.35,10,-2.01,-1.8,-4.34,-7.22,166.22,,,0.14
CONFIPET,CONFIDENCE PETROLEUM INDIA LTD.,A ,1.0,LPG/CNG/PNG/LNG Supplier,Energy,71.85,72.4,72.9,71.3,71.97,93.75,44.2,86.30(20%),57.60(20%),,2043.47,817.39,2,2.63,4.84,27.34,3.46,12.66,0.69,0.71,51.12
SIPL,SHELTER INFRA PROJECTS LTD.-$,X ,10.0,Civil Construction,Industrials,14.89,14.89,15.6,14.89,15.23,22.8,9.95,16.38(5%),14.82(5%),,5.57,2.23,10,0.25,0.61,63.29,1.31,2.07,,,0.0
ASHSI,ASHIRWAD STEELS & INDUSTRIES LTD.,X ,10.0,Iron & Steel Products,Industrials,26.8,28.1,28.1,28.1,28.1,28.1,8.6,29.50(5%),26.70(5%),,35.13,11.59,10,4.29,4.51,6.55,0.57,8.73,0.11,,2.64
BANARBEADS,BANARAS BEADS LTD.,B ,10.0,Gems- Jewellery And Watches,Consumer Discretionary,84.5,83.4,84.6,82.05,83.11,116.0,60.25,99.60(20%),66.40(20%),,55.08,20.93,10,4.94,6.78,16.8,1.07,6.35,,,1.51
AREXMIS,AREX INDUSTRIES LTD.,X ,10.0,Other Textile Products,Consumer Discretionary,297.5,271.2,271.2,271.2,271.2,314.7,90.8,298.30(10%),244.10(10%),,107.36,34.36,10,8.59,19.81,31.59,3.78,11.98,,,0.01
BI,BILCARE LTD.-$,X ,10.0,Healthcare Research- Analytics & Technology,Healthcare,54.1,53.0,54.75,53.0,53.7,114.35,53.0,64.30(20%),42.90(20%),,126.2,88.34,10,-2.4,12.33,-22.34,2.91,-13.02,0.16,,4.34
ISFL,ISF LIMITED,XT,1.0,Non Banking Financial Company (NBFC),Financial Services,2.75,2.75,2.83,2.7,2.75,31.5,2.3,2.88(5%),2.62(5%),,26.13,25.86,10,0.07,0.07,37.01,1.85,4.98,1.76,1.86,5.11
RISHILASE,RISHI LASER LTD.,XT,10.0,Industrial Machinery,Industrials,21.8,21.95,21.95,20.75,21.53,25.8,12.25,22.70(5%),20.60(5%),,19.9,16.72,10,2.1,5.31,10.31,0.5,4.82,,,0.9
JAINCO,JAINCO PROJECTS (INDIA) LTD.,X ,10.0,Trading & Distributors,Services,4.03,4.23,4.23,4.04,4.21,15.91,3.17,4.44(5%),4.02(5%),,4.23,3,10,0.01,0.09,352.5,0.4,0.11,,,0.04
INTECCAP,INTEC CAPITAL LTD.,X ,10.0,Non Banking Financial Company (NBFC),Financial Services,26.45,25.15,26.4,25.15,26.33,29.9,15.25,27.70(5%),25.10(5%),,48.49,12.12,1,2.09,2.31,12.65,0.64,5.06,,,0.01
RAJGASES,RAJASTHAN GASES LTD.,X ,3.0,Refineries & Marketing,Energy,8.97,8.8,9.41,8.53,9.31,11.8,4.37,9.88(5%),8.94(5%),,5.06,5.06,10,-1.97,-1.97,-4.78,4.11,-86,,,0.14
SIDDHEGA,SIDDHESWARI GARMENTS LTD.,XT,10.0,Trading & Distributors,Services,3.05,3.35,3.05,3.05,3.05,8.4,3.05,4.57(50%),0.46(85%),,1.28,1.28,10,0.03,0.08,91.77,0.05,0.05,,,0.0
63MOONS,63 Moons Technologies Ltd,B ,2.0,Computers - Software & Consulting,Information Technology,162.7,164.7,164.7,160.8,162.44,373.7,90.6,193.95(20%),129.35(20%),,744.86,402.22,10,-13.01,-10.51,-12.42,0.29,-2.32,,,3.11
SARLAPOLY,SARLA PERFORMANCE FIBERS LTD.-$,B ,1.0,Other Textile Products,Consumer Discretionary,47.5,45.25,47.95,45.25,47.23,78.3,41.0,56.60(20%),37.80(20%),,394.13,169.48,2,6.14,8.43,7.69,0.94,12.25,,,0.92
MKTCREAT,MARKET CREATORS LTD.,X ,10.0,Other Financial Services,Financial Services,11.33,10.0,11.32,10.0,10.38,17.43,3.8,12.36(20%),8.24(20%),,5.15,1.49,10,1.03,1.08,10,1.03,10.28,,,0.03
HFIL,Himalaya Food International Ltd,X ,10.0,Other Agricultural Products,Fast Moving Consumer Goods,19.85,20.15,20.15,19.65,19.83,28.0,16.4,23.60(20%),15.80(20%),,114.01,55.86,10,-,1.93,-,0.71,1.03,0.39,0.41,8.13
SONALAD,SONAL ADHESIVES LTD.,X ,10.0,Commodity Chemicals,Commodities,104.05,109.0,109.25,106.1,108.93,111.4,6.67,114.70(5%),103.80(5%),,66.22,15.23,10,10.31,11.39,10.6,21.51,202.92,0.31,0.36,38.95
